class,feature,importance
negative,great,2.7522465799116116
negative,excellent,2.59344839581986
negative,and,2.211017746750915
negative,best,1.6265005933405696
negative,it,1.6192276334629772
negative,wonderful,1.4758338612769761
negative,love,1.4609153857711579
negative,good,1.402596192917884
negative,life,1.361640793683196
negative,perfect,1.288387309047731
